Order ID,Date,Month,Year,Sales,Region,Product Category,Discount Applied,Payment Mode,Customer Name,Customer Email,City,Country
861dabf2-b5c9-4e84-865b-51fd6dae27b5,10-06-2024,August,2024,1578.15,South,Furniture,0.0,Debit Card,Angela Russo,johnsoncameron@miller-nguyen.com,Timothyhaven,USA
1580908a-f26b-47c2-a641-53702327c7e0,17-02-2024,April,2023,4711.37,North,Electronics,10.0,Credit Card,Adam Barajas,qrogers@mora-bailey.com,Campbellmouth,Australia
9ef744e6-ffd2-461b-9911-46e84b5a136c,20-08-2024,May,2024,3622.96,South,Groceries,20.0,Credit Card,Jennifer Lynch,glewis@yahoo.com,New Cody,UK
bb060ab9-ceb7-448d-99a9-fc14a0592ffd,31-10-2023,October,2024,273.8,North,Furniture,5.0,Debit Card,Alejandro Cole,dunlapcharles@yahoo.com,North Nicoleville,Australia
fdb77a49-0772-47bb-98f6-47814cf698d3,20-03-2023,July,2024,3639.56,East,Groceries,10.0,PayPal,Jonathan Welch,fernandezmolly@hotmail.com,Coleview,Australia
e874abe7-c0a0-4e71-bf6f-0211fd4bdf06,07-04-2024,November,2024,3687.27,West,Furniture,20.0,Credit Card,Tonya Richardson,martinezmichelle@spencer.com,West Jason,UK
e77b16c4-5d7d-4e27-afec-7c9ce38aeeeb,17-03-2023,December,2023,4570.86,East,Furniture,5.0,Cash,Vicki Rush,pfoster@liu-parrish.com,Thompsonville,Australia
dfd42dea-2be7-47c2-b598-3b491b4c53c5,19-07-2024,December,2023,2715.96,East,Groceries,15.0,Debit Card,Mrs. Samantha Sims,nataliehendrix@davenport-barton.com,Hollyton,UK
72d474fe-9b71-4387-80c8-9c761488839a,23-12-2024,November,2023,3909.56,West,Furniture,20.0,PayPal,Kelly Williams,wilsonjason@hotmail.com,Lake Dominiqueside,Canada
09db0ce6-b76c-45c2-ae89-6881482ffa1b,01-12-2023,January,2024,3407.46,West,Clothing,10.0,PayPal,Patrick Ramirez,bruce63@lane-davis.com,Melindafurt,USA
11820d70-3d55-4867-a1b1-fcc18cfd0dc4,23-11-2024,November,2024,658.65,North,Furniture,0.0,Credit Card,Brittany Rodriguez,obishop@fleming.com,East Sandra,Australia
c5ab057e-2963-4cb5-8cf1-af000bccf702,05-09-2023,April,2024,2537.0940998641304,East,Electronics,15.0,Cash,Jennifer Noble,vsmith@gray-cruz.com,Port Tammyport,Australia
d14f8a02-894f-409a-9b62-80dee05efd88,06-06-2024,January,2024,3727.16,West,Electronics,10.0,Cash,Michael Williams,lsilva@black.com,North Adamburgh,UK
8aa10511-0c43-4322-8ae5-ccfc9c95c025,17-12-2023,August,2024,729.27,North,Clothing,5.0,Cash,Phillip Wilson,wallacelaura@yahoo.com,Avilaborough,Australia
228647b7-4f1f-43c8-8b74-ff471e0f00a8,16-01-2024,October,2023,788.36,North,Furniture,0.0,Cash,Joshua Edwards,browntamara@yahoo.com,West Donnabury,Australia
fb43b5e5-5762-4ee5-a758-87b7f67ab7ff,05-08-2024,July,2023,4356.2,South,Furniture,20.0,PayPal,Robert Anderson,maryallen@yahoo.com,New Austinside,Canada
0a718c51-5a00-442a-a7ca-4161221c8001,20-06-2023,August,2023,2751.17,East,Clothing,15.0,Credit Card,Dr. Michelle Hall,jonathan82@gmail.com,East Robert,Australia
8899603f-4414-4352-9ee2-caa065373c33,20-05-2024,March,2023,2537.0940998641304,South,Clothing,0.0,PayPal,Elijah Miller,whitemichael@pittman.com,Jamesmouth,USA
4f0d063f-e3c5-43b2-9055-f6b754ed4d65,12-01-2025,January,2023,3883.64,West,Furniture,0.0,Debit Card,Gregory Vargas,loganrivera@hotmail.com,Port Henry,UK
91485b82-d17f-4ec0-a95a-1833cc4f4d90,21-07-2024,January,2023,4595.91,South,Groceries,20.0,Cash,Patricia Baker,peter48@hotmail.com,North Michael,Australia
a0b2f149-5bf1-4381-8987-1e59d45ccd0c,05-04-2023,August,2023,1469.91,North,Furniture,0.0,PayPal,Debra Smith,beverlyschneider@gmail.com,Lake Laura,Canada
9aac94ee-7e8e-400f-b652-42f9b857a523,07-06-2024,January,2024,2569.55,North,Electronics,15.0,Credit Card,Jeffrey Blair,christopher10@velazquez.com,North Brittneyberg,UK
06c123e4-05bb-4290-a60b-0c2a9ce620c1,08-08-2024,November,2023,1520.21,North,Clothing,10.0,Cash,Juan May,xnewton@holden.biz,Sandyhaven,Canada
8d24a7a5-6ca6-435f-81d8-7ea6e2d18052,06-03-2024,October,2024,4355.12,South,Electronics,5.0,Cash,Jacob Cooper,tylerstephanie@gmail.com,New Elizabeth,Australia
76f55cd0-2dc4-4822-b430-59125c2c0e73,18-07-2024,April,2023,2682.99,North,Furniture,5.0,Debit Card,Susan Chavez,beltranjulie@fritz.com,Cassandraside,Canada
a1d744ff-da44-4dfc-aef3-459070db3d4c,17-08-2024,January,2023,4459.99,East,Groceries,20.0,PayPal,Thomas Hall,joyce86@yahoo.com,New Rebecca,Canada
1a81cf17-7162-4bd4-b19f-cdfd6ec00fc8,31-10-2023,April,2023,2407.82,West,Electronics,0.0,Cash,Renee Nichols,hhenderson@hicks-morgan.com,East Mariaview,Australia
96c7c3e1-37b6-41ed-8357-6c114577b116,28-11-2023,December,2023,2916.25,West,Groceries,15.0,Credit Card,Stephanie White,carsonmelvin@bennett-johnson.com,Heidihaven,UK
e22ed4ad-fd8c-4b85-9f68-dd262c612718,19-09-2023,January,2023,1249.17,South,Clothing,5.0,Debit Card,Bryan Myers,monicaduncan@thomas-collins.com,Sethview,Canada
74e73ae9-09c6-43b9-a7a2-85fc19c2dad6,19-05-2024,March,2023,756.23,West,Electronics,15.0,Debit Card,Raymond Miller,jkennedy@welch.org,South Scottstad,Canada
23f740a1-722b-4cb7-af8e-c1742a0e8030,02-02-2025,December,2024,2703.45,North,Furniture,0.0,Credit Card,Elizabeth Mcdonald,joelmerritt@yahoo.com,North Sherylton,Canada
2e321718-2093-471f-9705-e4e19c04d4c1,28-10-2023,July,2023,1939.18,East,Furniture,5.0,Cash,Anthony Anderson,gschmidt@hotmail.com,East James,UK
cfbc9786-5bb1-4113-9a01-63c91b8e40af,10-11-2023,May,2023,2150.45,North,Furniture,20.0,Credit Card,Mr. John Moore,carlos22@ramirez.biz,Pamelamouth,UK
50301113-5cae-4497-abf9-c2c546de5402,14-05-2024,May,2023,3082.55,North,Electronics,15.0,Credit Card,Donald Johnson,dianejohnson@yahoo.com,Lake David,USA
3cc274c0-cbcd-4cc5-bb07-4af424d57e17,10-04-2023,June,2023,3139.04,North,Electronics,0.0,Credit Card,Brooke Taylor,brian66@gmail.com,Joefort,Canada
a665d941-5849-42ba-b2f7-8f16fb772ed7,13-01-2025,January,2024,3099.81,South,Clothing,5.0,PayPal,Anthony Klein,michael35@hotmail.com,South John,Australia
9f49937c-4312-411b-95d2-73192b4f8fce,02-08-2024,September,2024,1116.23,West,Furniture,5.0,Credit Card,Brian Parker,nashley@yahoo.com,Lake Mandy,USA
645a013c-014b-4276-905c-757eccd5bd73,09-04-2024,November,2023,1548.69,East,Furniture,10.0,Cash,Deborah Moyer DDS,ericryan@yahoo.com,Munoztown,USA
fa9365a4-f463-40e4-a832-69ec518f1981,17-02-2024,September,2023,155.31,North,Groceries,5.0,PayPal,Tanya Roberts,emartin@perez-hernandez.info,West Kristen,Australia
b8ade391-a95f-4bed-9721-3fc3410736e3,06-06-2023,November,2024,4573.1,North,Electronics,0.0,Cash,Bobby Turner,jason64@hotmail.com,Hilltown,USA
30cdc8b5-35d1-4598-8d64-798a975022a9,22-01-2025,April,2023,808.83,North,Electronics,15.0,Cash,Bethany Barron DVM,belldillon@yahoo.com,Shannonshire,UK
c55d889c-db08-4151-a8a4-8c233d527a25,30-01-2025,October,2023,2627.74,North,Clothing,10.0,Debit Card,James Silva,vnguyen@yahoo.com,New Emilystad,Australia
7a63bb6d-c7b3-46aa-b7dd-d96c86440dce,03-12-2024,August,2024,3745.15,North,Clothing,15.0,PayPal,Rita Carter,wilsonangela@gmail.com,Lake Sheila,Australia
4ef87a45-d6ce-4146-a269-aeb0278453fe,26-10-2024,May,2023,4377.66,North,Furniture,20.0,PayPal,James Jacobs,gina82@gmail.com,Watsonport,USA
82195b1a-34e0-45c0-aa41-192f3c0da990,30-11-2023,November,2024,4715.7,West,Furniture,15.0,Credit Card,Shelley Barrera,glenn00@hotmail.com,New Tommy,UK
f1c52865-a15a-49df-a97f-37319277c7cf,28-08-2023,October,2023,1839.25,South,Groceries,10.0,Debit Card,Matthew Rivera,christine77@johnson.net,Adkinshaven,Canada
24b255c2-645d-458b-8579-53e82afdf9df,17-05-2024,April,2023,1822.32,North,Furniture,0.0,Credit Card,Shaun Bryant,michael89@williams.info,Lake Joshua,USA
4b585e34-7b1c-4461-8806-764295206094,20-10-2024,June,2024,3848.38,West,Electronics,5.0,Credit Card,Mary Young,david69@carlson-rice.com,Deanburgh,Australia
9ce980a5-0f68-4a72-ad41-1a85c1757275,28-08-2023,July,2024,814.46,West,Clothing,5.0,Cash,Anna Hall,thomaspetersen@yahoo.com,Nicholsmouth,UK
f8c797b8-c042-4be3-ba3f-fd4aea3550bc,01-07-2023,January,2024,885.95,East,Groceries,10.0,Cash,Stacy Singleton,fkelly@hotmail.com,East Chad,UK
21c5f928-812a-48cd-843f-0ff968a7fb31,08-05-2023,July,2024,4794.22,West,Electronics,5.0,Cash,Alex Burton,carol95@hotmail.com,Harrisside,UK
416d8de4-116a-48e1-a734-f372044f050e,12-09-2024,April,2023,4808.75,South,Groceries,20.0,Cash,Melanie Jordan,williamsnatalie@hotmail.com,East Christopher,UK
b24bfba3-8c3a-4505-9c72-5ae91bbdd34c,21-04-2023,July,2024,348.02,South,Furniture,0.0,Cash,Jeffrey Myers,joshua66@hotmail.com,Lake Adam,Canada
07fcebc9-4047-4c6b-903b-39e4d95418c7,05-08-2023,July,2023,585.32,North,Electronics,15.0,Debit Card,Martin Morris,sharpchristopher@yahoo.com,Brownmouth,Australia
8cbdb50b-afcb-4dd9-8acd-71e6703ebc2f,15-06-2023,November,2024,4284.59,North,Furniture,15.0,PayPal,Kelly Black,cody16@richardson.com,North Jameshaven,USA
f664f25b-0a0d-4d9b-99da-a55cd2b37528,02-12-2023,October,2023,3866.63,North,Furniture,0.0,PayPal,Peter Powell,nedwards@hunt.com,Milesport,UK
d39bf433-f79c-4c6c-bba9-1dc9a4429744,14-08-2023,October,2024,500.8,North,Electronics,20.0,PayPal,Natalie Stevens,kristie49@gardner.com,Scottland,Australia
a165d5fc-92fd-4f16-9cae-538a4fa4d23d,03-05-2024,September,2024,1657.44,East,Furniture,0.0,Cash,Jamie Harrell,richardmoore@blake.net,East Kristy,UK
4224a7f5-aa66-4ecb-8b49-a154b7c171d4,10-11-2023,January,2024,1379.08,West,Furniture,10.0,Cash,Brenda Smith,ssmith@yahoo.com,East Harryside,Australia
e0a13a93-ed0b-45df-b116-38e174bf35a8,04-11-2023,October,2023,3542.85,West,Electronics,15.0,Credit Card,Jennifer Morrison,davisshannon@gmail.com,East Thomasburgh,USA
cc1768bf-d242-4ff8-a919-78b3ce56c000,05-11-2024,January,2024,124.17,South,Furniture,15.0,Cash,Kyle French,angela51@hotmail.com,Cameronburgh,Australia
484dba66-fbc0-4689-a69e-c306edab0cea,16-11-2024,September,2024,492.95,East,Furniture,20.0,PayPal,Crystal Jones,amberdavis@carr.net,Powelltown,Australia
ae1374fd-4e94-432e-b2ab-664ba54675c3,29-12-2024,March,2024,196.65,South,Electronics,20.0,Credit Card,Daniel Ward,halljames@madden-mitchell.net,Smithfort,UK
0914cfc9-0fd8-4eee-8b79-a0714713b496,13-07-2023,September,2024,3027.79,East,Furniture,15.0,Credit Card,Stacy Chambers,farmerrebecca@jackson.com,New Christinaville,USA
27c6556b-ab5b-4696-acb9-e0c3494d3e30,17-09-2023,June,2023,836.18,East,Clothing,10.0,Debit Card,Joseph Taylor,donna36@yahoo.com,Joeberg,Canada
cb696b93-5a16-40d7-9c51-d13f6e109070,19-12-2023,February,2024,436.83,East,Electronics,5.0,Credit Card,Noah Stout,maciasnicole@clark.com,Davidshire,USA
b692f42b-8ceb-4b45-be64-21c5a1bcbd94,29-08-2024,September,2023,3877.71,East,Clothing,5.0,PayPal,Miss Amanda Bullock,evaldez@moore.net,New Christine,Australia
dd73b88f-54ab-4392-b2fb-0ae054e3d299,15-06-2023,September,2023,4641.84,West,Electronics,0.0,Cash,Leslie Henry,mcphersonanthony@weeks.biz,Robersonside,USA
82216a5e-b406-420f-88cb-02dc61b55e8d,23-03-2023,November,2024,4489.14,South,Furniture,0.0,Credit Card,Matthew Montoya,tthomas@hotmail.com,West Joe,USA
87d021ec-9614-45f3-a950-00d8b95a7a9d,20-08-2023,October,2024,1529.88,South,Furniture,20.0,Debit Card,Tricia Scott,amy11@mcintosh.org,South Paige,Australia
16fe843b-a633-4989-b4b1-9234e81a3015,05-05-2023,December,2024,3881.26,East,Electronics,15.0,Credit Card,Valerie Bauer,nicolepeterson@holder-raymond.net,Hernandezburgh,Canada
07d164e0-8bfb-4a08-bb39-c77642f29458,26-07-2023,January,2023,4112.77,West,Clothing,0.0,Debit Card,Christopher Valencia,edwardgibson@yahoo.com,North Kristen,UK
f820f09d-bbf9-4ba0-aa62-59d297bb1f83,06-06-2024,September,2023,1856.01,North,Clothing,0.0,PayPal,Henry Davis,sergio02@yahoo.com,Dawnland,USA
064fc90b-a4bd-47a3-968f-a2005047a16a,04-01-2025,September,2023,2537.0940998641304,North,Clothing,20.0,PayPal,Kevin Martinez,norman60@hotmail.com,Samuelfurt,USA
15fc6ff3-e6b1-45cb-9cd5-cfc5f8046ece,18-06-2024,December,2023,1555.64,East,Electronics,15.0,Cash,David Santiago,lopezrichard@yahoo.com,East Pamela,Australia
2d6795b2-8acf-479f-808c-b7580078b7fe,17-04-2024,March,2023,2094.21,North,Electronics,20.0,Debit Card,Mackenzie Velazquez,fevans@hotmail.com,New Samantha,USA
9a36383b-479b-4bd2-87b8-26f46b2489a7,01-03-2024,November,2023,511.88,West,Groceries,15.0,Debit Card,Hunter Stewart,thansen@walker.net,Rachelside,Canada
64473e9b-55bf-4474-8d4c-5eac3ac5b415,13-11-2023,September,2023,1246.74,North,Furniture,5.0,PayPal,Kayla Young,mcclureadam@hotmail.com,Miguelmouth,Australia
cc87037d-3281-4757-afcb-5eb07950faba,09-05-2023,July,2024,1410.99,West,Furniture,20.0,Cash,David Robinson,james62@yahoo.com,Christinachester,Canada
5d6c005c-69e0-437a-9d55-97fbb77113a3,27-04-2024,June,2023,4108.75,North,Electronics,5.0,PayPal,Donald King,shanethomas@castillo.info,West Jameschester,Australia
507753c2-a005-40df-b500-b74c6c592a6c,19-09-2023,July,2023,702.92,West,Furniture,0.0,Cash,Alexis Moore,petersonmatthew@hotmail.com,Port Hayley,UK
dc2447e0-a74a-4206-a551-3117864808fd,16-03-2023,October,2023,2250.69,West,Clothing,20.0,Debit Card,Austin Barron,mason51@hotmail.com,Danielstad,Canada
1adacb75-6de1-4b2b-9e2b-0d5058aea21a,13-10-2024,June,2023,4696.75,East,Groceries,5.0,Cash,Anthony Woodard,medinaallison@hill-patel.com,Taylorville,Australia
fdc8e1ce-a195-4033-bf34-bf4dd8e3020a,28-01-2024,October,2023,1130.44,North,Furniture,20.0,Debit Card,Marc Taylor,timothymorgan@sawyer.com,North Stacy,UK
f036f8ba-b065-4ecb-be0a-9483556541a1,13-08-2023,January,2024,1856.75,South,Clothing,0.0,Debit Card,Joseph Ramirez,williamsdanielle@gmail.com,Lake Kelsey,Canada
3017869b-dbb6-433f-b44d-7809e72a41c6,25-06-2023,April,2023,4623.1,West,Furniture,20.0,Cash,Amanda Lopez,erice@gmail.com,North Melissastad,UK
935fd364-0543-419c-9fb3-47f310360fc9,16-09-2024,April,2024,2537.0940998641304,East,Electronics,20.0,Debit Card,Dakota Romero,brandoncamacho@tran.biz,Lake Marcchester,USA
ff56d32e-0d81-4710-abe0-0316a34a6fd3,24-02-2025,February,2023,2537.0940998641304,West,Groceries,10.0,PayPal,Trevor Cook,mirandaeric@williams-green.com,Hooperview,USA
6a3ed57a-e6ac-42c1-acd6-b9e1c07e9d93,18-11-2023,December,2023,1536.64,West,Electronics,5.0,Cash,Timothy Hanna,christinepatton@brown.org,Jenniferton,UK
0e196aa4-9fd6-4596-a4ce-196da8ef8f77,05-04-2024,April,2023,1380.79,North,Groceries,20.0,Cash,Dorothy Harvey,rebecca86@gmail.com,East Erikachester,Australia
aa7a171e-d06d-4c62-bd35-7911ec075403,18-07-2023,July,2024,4702.49,North,Groceries,20.0,Debit Card,Stephanie Campos,anthony14@gmail.com,Brennanberg,Canada
a9ca33ed-7c1e-4c99-932c-7fdf88584ba8,06-01-2025,April,2023,112.05,West,Furniture,15.0,Credit Card,Victoria Mack,dwilson@hotmail.com,South Debbie,Australia
20aa7399-4994-4803-8a9e-fb59392fa1f9,15-11-2023,December,2023,1452.95,South,Electronics,20.0,PayPal,Joan Sanchez,hernandezsean@alvarado.com,Johntown,UK
